name,english_name,base_unit,scientific_name
فيتامين سي 1000ملج فيال شرب الغريب,,باكت,
بيتالاست رباط ضاغط 4.5*6 الغريب,,حبة,
بيتالاست رباط ضاغط 4.5*8 الغريب,,حبة,
بيتالاست رباط ضاغط 4.5*10 الغريب,,حبة,
سيلينجينا شامبو للقشرة الغريب,,علبة,
بيتالاست رباط ضاغط 4.5*6 الغريب بدون باكت,,حبة,
بيتالاست رباط ضاغط 4.5*8 الغريب بدون باكت,,حبة,
بيتالاست رباط ضاغط 4.5*10 الغريب بدون باكت,,حبة,
بيتاترانس عجل شفاف 5*5 سم الغريب,,لصقة,
بيتاترانس عجل شفاف 5*2*5 سم الغريب,,لصقة,
بيتا بلاست عجل عادية 2.5*5 سم الغريب,,لصقة,
بيتاجوز شاش ناعم 10*4 سم الغريب,,حبة,
بيتاجوز شاش ناعم 15*4 سم الغريب,,حبة,
بيتاجوز شاش ناعم 6*4 سم الغريب,,شاش,
بيتا بلاست بلاستر بني الغريب 9*5,,لصقة,
بيتابادجراحيه10سم*9سم الغريب,,باكت,
بيتاباد جراحيه 9سم*20سم الغريب,,باكت,
بيتاباد جراحيه 9سم*25سم الغريب,,باكت,
بيتاباد جراحيه 9سم*30سم الغريب,,باكت,
بيتاباد لصق جراحية 9*15 الغريب,,باكت,
لصق ظهر جايسجوم فلاستر ابو نمر الغريب,,حبة,
اوستيو هيلب شراب125مل الغريب,,باكت,
ابل لايت اقراص الفا,APPLE-LITE  TAB,باكت,
ال كارنتين 20كبسوله ــ الفاء ميباكو,L-CARNITINE,باكت,
الحبة السوداء كبسول الفاء فارما,BLACK SEED CAP,باكت,
انتوكس (3*10)اقراص الفا,,باكت,
برونكو شراب120 مل -الفا,,زجاجة,
بيبون 30كبسوله-الفا,PIPON  CAP  300MG  3X10 S,باكت,PEPO
جلفز معقم مقاس 8سم عبوة 50حبة,GELFZ MGAS 7 - ALFA,باكت,
ريبوكلاف 625جم اقراص الفا,RAPICLAV 625MG 21S 7×3,باكت,
سيركولين اقراص-الفا,,باكت,
فابوزول المستنشاق-الفا,,باكت,
كالسيوم د3.ف اقراص-الفا,,باكت,
كانيولا مقاس20-هندي الفا,KANYOLA MGAS20 - HNDY ALFA,باكت,
كلاجون كبسول الفا,KELLAGON    CAP,باكت,
كلاجون  فوار الفا,KELLAGON   EFF,باكت,
كلوفاكين محلول الفاء فارما,CLOVACAINE,زجاجة,
ميباكيور كبسول الفا,MEPACURE CAP,باكت,
جهاز ضغط ساعة بدون سماعة  اندونسي الفاء,,جهاز,
جهاز ضغط هوائي الماني,,جهاز,
ميباسيل اقراص  20قرص الفاء,,باكت,
قطن 500جرام الفاء,,حبة,
قطن 100جرام الفاء,,حبة,
بيكيتلين سي 120مل شراب للكبار الفاء,,زجاجة,
لاريثر 80ملج امبول الفاء 6امبولات,,أمبولة,
ليزوريل 10ملج اقراص الفاء,,باكت,
سينكولين بلس كبسول الفاء,,باكت,
مطارش 10سي سي 100حبة الفاء,,باكت,
بريزارتان 50ملج اقراص الفاء,,باكت,
علب فحص كبير ابوغطاء اصفر,,علبة,
اوزيبام 2ملغ اقراص,OZEPAM  2MG  TAB,باكت,
باسيمول اقراص الفاء 10*10,,حبة,
قساطر بول مقاس 16-عادي,,حبة,
علب فحص معقم منوع 60مل,,حبة,
ليزوريل2.5ملج اقراص/2*10,,باكت,
قساطر بول مقاس 14/عادي,,حبة,
قساطربول  مقاس 18/عادي,,حبة,
مطارش 50سي سي /الفاء/25حبة,,باكت,
دورميفال كبسول /الفاء/2شريط/20كبسولة,,باكت,
امينو18كبسول-الفا,,باكت,
بيوسيــن اقراص الفا,BIO-CIN  TAB,باكت,
جوافلكس شراب-الميتمي,,زجاجة,
اليـــروزا  كبسول-الفاء,ALIROSA  CAP,باكت,
مشروب ميباكو للاطفال الفاء,MEPACO INFANT DRINK,باكت,
هونيماج اقراص- الميتمي,,باكت,
هوكوج 5000وحدة دولية(hucog-HP(,,فيالة,
هوموجHP-HUMOG 75 U.I,,فيالة,
اينوسرت 50ملجم -الفاء,,باكت,
ميبــاروز كبسول /الفا,,باكت,
جينكو بلس كبسول /الفا,,باكت,
قرب بول 2000مل /الفاء,,حبة,
قساطر بول سيلكون منوع مقاس +14+18+16/الفاء,,حبة,
فبرامول محلول/الفا,,حبة,
ال كارنيتن 30مل شراب ــ الفا,L-CARNITINE SYRP,زجاجة,
فوليكيولن HP   FOLICULIN 75 U.I,,فيالة,
كانيولا مقاس 24 اصفر الشروق,KANYOLA MGAS 24 YELLOW/ALFA,حبة,
جلفز معقم منوع /الفا,GELFZ ANTI - SEPTIC MNOA /ALFA,باكت,
ميباكو بران10*6كبسول الفا,,باكت,
شارك كير كبسول,,باكت,
اميو سي فوار الفا,,باكت,
دينون صابون75جرام الفا,,حبة,
كيوتار صابون الفا,,حبة,
مطارش 5سسي/الفا,MTARSH 5SSY/ALFA,باكت,
سلفيل صابون7575جرام الفاء,,حبة,
اكنايس صابون الفاء,,حبة,
كومكس شامبو اعشاب 100مل الفاء,,باكت,
بيبون بلص كبسول,,باكت,
انتي دي روكلون فيال ابره الفصيله الفا,,أمبولة,
مغذيات رنجر لاكتات 500 مل - الفا,,مغذية,
سيبروفلوكساسين مغذية 100مل - الفا,,مغذية,
اكزي صابون الفاء,,حبة,
ميترونيدازول مغذيات فلاجيل 100مل الفا الميتمي,,مغذية,
فيتامين هـ فورت 400وحده - الفا,,باكت,
اس اوميبرال 20مجم كبسول الفرقان,ES-OMEPRAL 20MG CAP,باكت,ESOMEPRAZOLE
اسيا براكس اقراص-الفرقان,ASIA BRAX  TAB,باكت,
اسيابرين81اقراص-الفرقان,,باكت,
اسيازول فورت اقراص -الفرقان,ASIAZOL FORT 500MG TAB 20S,باكت,Metronidazole 500mg tab
اسياسيف 250مج شراب- الفرقان,ASIACEF 250,زجاجة,
اكتازون اسيا 30ملجم اقراص3 شريط -الفرقان,ACTAZONE ASIA 30MG,باكت,
الترافيت ام شراب-الفرقان,,زجاجة,
الدوميثيل اقراص- الفرقان,ALDOMETHYL  TAB  250MG  3X10 S,باكت,METHYLDOPA
اندومود100تحاميل-الفرقان,NULL,باكت,NULL
اوسبين 1000اقراص الفرقان,OSPAIN  TAB  1000MG  2X10 S,باكت,PHENOXY METHYL PENICILLIN
اوسبين 500اقراص الفرقان,OSPAIN  TAB  500MG  2X10 S,باكت,PHENOXY METHYL PENICILLIN
اوكمنتا312شراب- الفرقان,NULL,زجاجة,NULL
اوكمنتا625اقراص- الفرقان,NULL,باكت,NULL
بلوفكسين 75مجم اقراص-الفرقان,PLOFEXINE 75MG,باكت,CLOPIDOGREL
بيزوكور 10ملجم عبوة 30 قرص 3 ش الفرقان,BIZOCOR 10 TAB,باكت,Bisoprolol Fumarate 10mg tab
بيزوكور 5مج اقراص عبوة 20قرص  الفرقان,BIZOCOR 5,باكت,Bisoprolol Fumarate 5mg tab
توكسيل 100مل شراب- الفرقان,TOXIL  SYRP    100ML,زجاجة,DEXTROMETHORPHANE+OXOMEMAZINE HCL+SODDIUM BENZOATE
دوسبالينا135اقرص-الفرقان,NULL,باكت,NULL
روزيفاكس 1000مجم-الفرقان,,فيالة,
روزيفاكس 250مجم فيال-الفرقان,,فيالة,
روزيفاكس 500مجم فيال-الفرقان,,فيالة,
ريتان 10ملجم -الفرقان,RETANE 10,باكت,
ريتان 20 ملجم حب -الفرقان,RETANE 20,باكت,
زيناكسيم 250مج فيالة الفرقان,ZINAXIME 250MG VIAL,فيالة,
زيناكسيم 750مج فيالة الفرقان,ZINAXIME 750MG VIAL,فيالة,CEFUROXIME
سباسمولجين اقراص- الفرقان,SPASMOLGIN  CTAB  10MG  30 S,باكت,HYOSCINE-N-BUTYL BROMIDE
سيبرو500اقراص-العابد,SIPRO 500  TAB  500MG  10 S,باكت,CIPROFLOXACIN
سيفادروكسيل500كبسول12كبسوله- الفرقان,NULL,باكت,NULL
فيتامين سي فوار -الفرقان,,أقراص,
فيتانورين فورت 5امبولات نوربيون الفرقان,VITANEURIN FORT AMP,باكت,
كالسيوم د1250كبسول-الفرقان,CALCIUM  1250 D CAP,باكت,
كانديزار 16مج اقراص-الفرقان,CANDESAR 16MG,باكت,
كانديزار 8مج اقراص-الفرقان,CANDESAR 8MG,باكت,
كوموريت اسيا اقراص-الفرقان,COMURET ASIA  TAB    2 S,باكت,NORETHISTERONE+ETHINYLOESTRADIOL
ميتــيرين اقراص-الفرقان,,باكت,
ميدافولين اقرص-الفرقان,NULL,باكت,NULL
نورتيفال اقراص - الفرقان,NORTIVAL  TAB    30 S,باكت,NORTRIPTYLINE+...
وانتيكس كبسول -الفرقان,WANTEX  CAP 30S,باكت,
كلوميدين 50ملج اقراص الفرقان,,باكت,
اوسبين 400ملج شراب الفرقان,,زجاجة,
بيزوكور بلاس 2.5/6.25ملجم 30قرص الفرقان,,باكت,
بيزوكور بلاس 5/6.25ملجم 20قرص 2شريط  الفرقان,,باكت,
انسولين -ار الفرقان,,حبة,
نورمولوت ان اقراص -الفرقان,,باكت,
جيستال اقراص -2*10-الفرقان,,باكت,
اسيازيم 750مج فيال الفرقان,,فيالة,
تولين-د كبسول الفرقان,,باكت,
اس اوميبرال 40مجم كبسول الفرقان,ES-OMEPRAL 40MG CAP,باكت,
بيزوكور 10/6.5 بلاص 30قرص 3شريط  - الفرقان,BYZOKOR 10/6 .5 BLAS TABS   -  ALFRGAN,باكت,
سيريزين اقراص الفرقان,,باكت,
سبازموجين اقراص - الفرقان,,باكت,
اوكمنتا1.2 جم فيال - الفرقان,,فيالة,
اكتازون 30 مجم اقراص (2*10) الفرقان,,باكت,
فولتاريل اس ار 100 مجم اقراص-الفرقان,,باكت,
سيبرو 500اقراص الفرقان,,باكت,
هاي سيب)(سيبروفلوكساسين 500ملج كبسول الفرحان,,باكت,
زودياك 500ملج كبسول الفرحان,,شريط,
هاي بريكس اموكسيسلين 500ملج كبسول الفرحان,,شريط,
اوجمنتاء1000ملج اقراص,,باكت,
امبيلوكسام1000محم فيال الفرقان,,فيالة,
امبيكلوكسام250شراب الفرقان,,زجاجة,
اسيا سيف 500ملجم كبسول الفرقان,ASYA CIPH 500 MG KBSOL ALFRGAN,باكت,
اتورفيكس 20ملغ (3*10)قرص-الفرقان,ATORVEX 20MG,باكت,
اموكسيدين 500مجم /فيال,,فيالة,
سيبرو750ملجم اقراص الفرقان,,باكت,
ديولين 40ملجم اقراص الفرقان10شريط,,باكت,
ديرزد كريم الفرقان,,باكت,
ديرزد-ان--- كريم الفرقان,,تيوب,
لوسيفلام 50ملجم اقراص الفرقان,,باكت,
يونيدرم .05كريم الفرقان,,تيوب,
يونيرين 0.01 جل الفرقان,,تيوب,
لوليتا2.5 %جل الفرقان,,تيوب,
فيفر اقراص800الفرقان,,باكت,
اسيا كورت فيال الفرقان,,فيالة,
بيزوكور 2.5 ملج اقراص -الفرقان,,باكت,
ميلكام 7.5 ملج اقراص - الفرقان,,باكت,
ميلكام 15 ملج اقراص -الفرقان,,باكت,
فانيد 5 ملج اقراص -الفرقان,,باكت,
اتوريم 10ملج  اقراص - الفرقان,,باكت,
اتوريم 40ملج  اقراص - الفرقان,,باكت,
اتوريم 20ملج  اقراص - الفرقان,,باكت,
الدينال 10ملج - الفرقان,,باكت,
الدينال 5ملج - الفرقان,,باكت,
ماكروسيف 500 ملج - الفرقان,,باكت,
بلسيب 75 ملج - الفرقان,,باكت,
سافيلوف 500ملج - الفرقان,,باكت,
نيبيم 5ملج -الفرقان,,باكت,
ايلت 2 ملج -  اقراص الفرقان,,باكت,
ايلت بي 1 500 ملج اقراص - الفرقان,,باكت,
ايلت بي 2 500 ملج اقراص - الفرقان,,باكت,
فلوكسيف 400 ملج -الفرقان,,باكت,
ستالين 200 ملج اقراص  - الفرقان,,باكت,
جوينت فليكس كبسول علب- الفرقان,,علبة,
اتورفازال 20 ملج - الفرقان,,باكت,
اتورفيكس 10مج اقراص(3*10)الفرقان,,باكت,
اسيا-تونيك كبسول الفرقان,,باكت,
ريتان 40ملجم الفرقان,,باكت,
نيبيم 2.5 ملجم 10 اقراص الفرقان,,باكت,
برياثيزي ال 10مجم/5مجم(1شريط*10قرص)الفرقان,,باكت,
اي ليت بي2 مجم/500مجم(3شريط*10قرص)الفرقان,,باكت,
كاربوكال دي 1000مجم(10شريط*10قرص)الفرقان,,باكت,
يونيما انيميا 133مل,,علبة,
ميكوبين 0.5مجم (10شريط*10قرص)الفرقان,,باكت,
لوسيو 3مجم (3شريط*10قرص)الفرقان,,باكت,
جـانو اسـيا بلس50مجم/1000مجم(4شريط*5قرص)الفرقان,,باكت,
جـانو اسـيا بلس50مجم/500مجم(4شريط*5قرص)الف,,باكت,
ون اســـيان 1مكج (5شريط*6كبسولات)الفرقان,,باكت,
ون اسيان 0.5مكج (5شريط*6كبسولات)الفرقان,ON ASـــYAN 0 .5MKG (5STRIP*6KBSOLAT)ALFRGAN,باكت,
ون اســـيان 0.25مكج (5شريط*6كبسولات)الفرقان,,باكت,
اسيا ي 400مجم فيتا ي  2شريط*10كبسولات-الفرقان,,باكت,
كاربوكال دي 1000مجم(2شريط*10قرص)الفرقان,,باكت,
رانسف 500مجم(رانولازين)(1ش*10ق)الفرقان,,باكت,
دابوكسيم 30مجم (1ش*10ق)الفرقان,,باكت,
فيفر 400مجم(سيكلوفير) (7ش*10ق)الفرقان,,باكت,
يونيرين بخاخ 1% (60مل)الفرقان,,بخاخ,
بلاسب 75مجم (3ش*10قرص)الفرقان,,باكت,
تولين دي شراب (100مل)الفرقان,,زجاجة,
فوسين 500مجم 1ش*10قرص-الفرقان,,باكت,
ال دي نيل 20مجم (3ش*10قرص)الفرقان,,باكت,
ال دي نيل 10مجم (3ش*10قرص)الفرقان,,باكت,
ال ايت بي 1مجم (3ش*10قرص)الفرقان,,باكت,
ال ايت بي 2مجم (3ش*10قرص)الفرقان,,باكت,
ايبي بالن 750م اقراص الفرقان,,باكت,
دابوكسيم 60 ملجم اقراص - الفرقان,,باكت,
راسيت 100ملج اقراص الفرقان,,باكت,
فيتامين اي 400 ملج كبسول الفرقان,,باكت,
نيوكير كبسول الفرقان,,باكت,
ميتسيف اكس ار 1000ملج اقراص الفرقان,,باكت,
رانسف 500 اقراص 3 شريط الفرقان,,باكت,
اسيابروفن 100 شراب الفرقان,,باكت,
"كانديزار 16/12,5ملج اقراص الفرقان",,باكت,
تولين اكسترا اقراص - الفرقان,,باكت,
يونيسونكال دي 1000 عبوة 2 شريط الفرقان,,باكت,
بيزوكور 5ملجم عبوة 30قرص 3ش الفرقان,,باكت,
بيزوكور 10ملجم 20قرص 2شريط الفرقان,,باكت,
بلوفكسين 75ملجم بلافكس 30قرص 3شريط الفرقان,,باكت,
ازو كريم القادري,AZO CREAM 25MG,كريم,
امبكلوكسان 25ملجم شراب-ابن حيان,NULL,زجاجة,NULL
امبكلوكسان 500ملجم250كبسوله-ابن حيان,NULL,باكت,NULL
اموكسي كلاف 1000ملجم 10اقراص-ابن حيان,AMOKSIKLAV  TAB  1000MG  10 S,باكت,AMOXIICILLIN+CLAVULANIC ACID
اموكسي كلاف 156ملجم100مل-ابن حيان,NULL,باكت,NULL
اموكسي كلاف 312.5ملجم 100مل-ابن حيان,NULL,باكت,NULL
اموكسي كلاف 457ملجم 100مل-ابن حيان,NULL,باكت,NULL
اموكسي كلاف 625ملجم 10اقراص-دار ابن حيان,NULL,باكت,NULL
بروزاك  20ملجم اقراص-القادرى,PROUZIAC   CAP,باكت,
بيتاروز غسول مهبلي القادري,,علبة,
بيروكس بخاخ القادري,,بخاخ,
بينوارز+فيتامينات غذاء,PINO FOOD,أغذية,
بينوقمح مع فواكة غذاء,PINO BABY FOOD,أغذية,
بينوقمح+حليب مع الخضروات,PINO  FOOD,أغذية,
ترونترال 400ملجم 20قرص,TRONTERAL 400MG TAB,باكت,
رويال جيلي حينسيج كوري معمر,,كبسول,
رويال جيلي مجمد وجاف كبسول معمر,,باكت,
زنك اوليف كريم القادري,ZINC OLIVE CREAM,كريم,
سيبروكسين 500ملجم 10القادرى,CIPROXENE  500MG TAB,باكت,
سيبروكسين 750ملجم  القادرى,CIPROXENE  750MG TAB,باكت,
سيكلوفيران 200ملجم 20قرص-القادرى,,باكت,
شامبو سيبكس القادري,,+,
شامبو فافو القادري,,+,
شامبو هيربال 2 القادري,,+,
صابون ازو القادري,,صابون,
صابون اكني سيبت القادري,,صابون,
صابون فنجرام القادري,,صابون,
سانكول قطر الفارس,SANKOL DROPS ALFARS,قطر,
عضاضه ابيل مائيه,NULL,+,NULL
فايسيد بخاخ القادري,,بخاخ,
فايسيد زيت القادري,,زيت,
فلاجينا 500ملجم 4اقراص-القادري,,باكت,Tinidazole 500mg tab
فنجرام بودر القادري,,بودرة,
فيت-ث  فوار   10اقراص- القادرى,VITAM-C  EFTA  1GM  10 S,علبة,ASCORBIC ACID
فيتامين -ث اقراص-القادري,VITAMEEN  - TH TABS - ALGADRY,علبة,
قليسيفاج 850ملجم 20قرص-القادري,GLYCIPHAGE 850MG,باكت,
كالسيفيت سي 10قرص-القادري,,علبة,
لاكسي -5 -5ملجم 10اكياس-حيان,NULL,باكت,NULL
لانسوبرال 30ملجم 20كبسوله-القادري,LANSOPRAL-30  CAP,علبة,LANSOPRAZOLE
ليبا   100ملجم كبسول,LIPA   100MG CAP  3X10 S,باكت,FENOFIBRATE
ليبا  300ملجم كبسول القادري,LIPA    300MG CAP 3X10 S,باكت,FENOFIBRATE
موبيناك اقراص القادرى,MOBINAK TAB,باكت,DICLOFENAC SODIUM
ميثيل دوبا 250ملجم 30قرص-حيان,NULL,باكت,NULL
ميلوكسي 15ملجم 20قرص-القادري,MELOXI 15MG TAB,باكت,
ميلوكسي 7.5ملجم 20قرص-القادري,MELOXI 7.5MG TAB,باكت,
ناتريميد 2.5ملجم 30قرص القادري,NATRIMED  205MG TAB,باكت,
هيبوبروسور 100ملجم 40قرص,HYPOPRESOR  100MG  TAB,باكت,
هيراب بخاخ القادري,,بخاخ,
هيراب شامبو متوازن القادرى,,باكت,
باكتين سبري بخاخ 100مل القادري,,بخاخ,
هيبوبروسور50ملجم 40قرص,HYPOPRESOR  50MG  TAB,باكت,
اوراسين مضمضة  - القادري,,علبة,
مالفا محلول مطهر - فارماتك,,حبة,
تان فلكس جل القادري,,جل,
ميثيل دوبا 250 مجم اقراص -القادري,,باكت,
كالاديرم لوشن 120مل - القادري,,زجاجة,
زاك غسول فم - القادري,,حبة,
فوليكا 2%بخاخ تساقط الشعر 100مل - القادري,,علبة,
بيروكس 120مل غسول للفم القادري,,علبة,
ميراجين غسيل برايحه الياسمين القادري,,حبة,
ميراجين غسيل برايحه الورد القادري,,علبة,
زيت خروع 60مل القادري  منوع,,زجاجة,
سيتريزين 10ملج القادري,,باكت,
ديوركس عازل واقي,,باكت,
العسل الملكي في اي بي (12كيس*20جرام)القادري,ALASL ALMLKY  MENY ALBLACKY,باكت,
عسل ملكي رجالي +نسائي الاسودي القادري,,حبة,
سيتالمي مطهر,,حبة,
سيرنج ميداني 10سي سي بيت الغذاء والدواء,,باكت,
ديكلوجكت 75ملجم ديكلوفين5 امبول ديكلوفيناك  سيسكو جمجوم,,باكت,
مالتي فيتامين مع مينرال علبه,,علبة,
فكس كاتالجين 40جرام ابن القادري,FX KATALGYN 40GRAM ABN ALGADRY,زجاجة,
سانلي منثول لصق ظهر بارد ابن القادري,SANLY MNTHOL LSG DHHR BARD ABN ALGADRY,حبة,
سانلي كبسيكوم لصق ظهر حار ابن القادري,SANLY KBSYKOM LSG DHHR HAR ABN ALGADRY,حبة,
بولي جيلي 10جرام*12ظرف,BOLY GYLY 10GRAM*12DHRF,باكت,
عسل ناتور ماكون10*12ظرف ابن القادري,ASL NATOR MACON10*12DHRF ABN ALGADRY,باكت,
سوركير بالبرتقال (2*12)قرص مصوص للحلق-القادري,,باكت,
سوركير بالزنجبيل (2*12)قرص مصوص للحلق-القادري,,باكت,
سوركير بالعسل والليمون(2*12)قرص مصوص للحلق-القادري,,باكت,
عسل ناتور ماكون 10جم (1*12ظرف)-ابن القادري,,باكت,
بانكس جنسنج ابن القادي فيال,,باكت,
بروبلس شراب كبار 10ملي-القادري,BROBLS SYRUP ADULTS 10MLY - ALGADRY,باكت,
ال جين تاو كبسول ابن القادري,,علبة,
اكينزيا امبول ابن القادري,,باكت,
كيدلايت محلول القادري,,زجاجة,
ال كارنتين اورال ليكويد امبول ابن القادري,,باكت,
بلاك سيد اويل 10*10 شراب,,باكت,
ليكوميجا 3 امبول شرب ابن القادري,,باكت,
ليكوميجا 3 شراب بالبرتقال 100مل,,زجاجة,
رويال جيلي اورال لكيود 10*10,,باكت,
از 500 مجم اقراص  ابن القادري,,باكت,
سيرولان  5امبولات - ابن القادري,,باكت,
سلفاسن كريم للحروق 30جرام -ابن القادري -بنك الدواء,,تيوب,
نيودروب 15مل قطر - ابن القادري,,قطر,
نوسكاب كريم25 جرام - ابن القادري,,تيوب,
رسبريل 1ملجم ابن القادري,,باكت,
ال ارجنيين كبسول - ابن القادري,,علبة,
ايزي اينيما حقن كبار وصغار القادري,,باكت,
فنجينال كريم مضاد للفطريات 30 جرام - ابن القادري,,تيوب,
فيتوتك 200مل شراب - ابن القادري,,زجاجة,
كوسمترين كريم 10جرام - ابن القادري,,تيوب,
سيفتاكس 1 جرام فيال - بنك الدواء ابن القادري,,فيالة,
سيفتاكس500 ملج فيال - بنك الدواء ابن القادري,,فيالة,
مغذيات سيفوباك سيبروفلوكساسين 100مل- بنك  الدواء ابن القادري,,مغذية,
سفيبرو 100ملجم ابن القادري تمباك,,باكت,
كيدي فير شراب ابن القادري 200ملجم,,علبة,
نيو بوناكير كبسول ابن القادري 30ك,,باكت,
تاكسيتيل شراب ابن القادري تمباك,,علبة,
ثورمون 50ملجم ابن القادري,,باكت,
تربكس كريم 5جرام-القادري,,باكت,
تروبيكام قطر العين للعين ابن القادري,,قطر,
بولي فورت قطر 5مل-القادري,,قطر,
افاتان قطر 3 مل - ابن القادري,,قطر,
بيورافيت كالسيوم مع فيتامين سي علب -القادري,,علبة,
بيورافيت فيتامين سي100مجم علب20ق القادري,,علبة,
ابروديكس قطر عين 5 مل - ابن القادري,,قطر,
تي مايسين مرهم 3 جرام - ابن القادري,,تيوب,
غافيرول شراب القادري 100مل,,علبة,
فيتو تون ملتي فيتامنين قطر 30مل-القادري,,قطر,
ديكستروز 5% سعودي القادري مغذية,,مغذية,
ماء مقطر 5مل عبوة 100حبة القادري,,باكت,
غافيسكال بحري 200مل شراب القادري,,زجاجة,
اوفيل 500 مجم اقراص - القادري,,تيوب,
الثيموكس 100ملجم موكسوفلوكساسين القادري مغذية,,باكت,
برونكوريست 100مل شراب اولفنت القادري .,,باكت,
التليفو0.5%مغذية(ليفوفلوكساسين)طة القادري .,,مغذية,
بيورافيت اميون بلاس سي + زنك فوار ابن القادري,,علبة,
بيورافيت بريجنانسي فوار ابن القادري,,علبة,
بيورافيت كالسيوم +دي 3+كي 2 فوار ابن القادري,,علبة,
بيورافيت كالسيوم صافي 500فوار ابن القادري,,علبة,
بيورافيت مغنسيوم 200ملجم فوار ابن القادري,,علبة,
بيورافيت ملتي فييتامينات فوار ابن القادري,,علبة,
ارثرومايسين اقراص 250ملج القاسمي,ERYTHROMYCIN  TAB  250MG  10X10 S,باكت,ERYTHROMYCIN
امبيكلوكس  فيال 500ملجم القاسمي,NULL,فيالة,NULL
امبيكلوكس  كبسول 500ملجم القاسمي,NULL,باكت,NULL
اموكسيسلين كبسول500مل القاسمي,AMOXICILLIN  CAP  500MG  10X10 S,باكت,AMOXYCILLIN
بودرة بلاستيك صغير-القاسمي,NULL,حبة,NULL
بودرة بلاستيك كبير-القاسمي,NULL,حبة,NULL
بودرة بلاستيك وسط-القاسمي,NULL,حبة,NULL
دكلوفيناك امبول 75مل-القاسمي,DICLOFENAC  AMP  75MG/3ML  5X3ML,باكت,DICLOFENAC SODIUM
دهان وازلين-القاسمي,NULL,علبة,NULL
رانتدين اقراص 150ملجم-القاسمي,RANITIDINE  TAB  150MG  10X10 S,باكت,RANITIDINE
ريفامبين كبسول300مل-القاسمي,RIFAMPIN  CAP  300MG  10X10 S,باكت,RIFAMPICIN
سيبتول مطهر احمر صغير250مل-القاسمي,NULL,علبة,NULL
سيبتول مطهر احمر كبير500مل-القاسمي,NULL,علبة,NULL
سيبتول مطهر اخضر صغير مركز250مل-القاسمي,NULL,علبة,NULL
سيبتول مطهر اخضر كبير مركز500مل-القاسمي,NULL,علبة,NULL
سيبروفلوكساسين اقراص500مل-القاسمي,CIPROFLOXACIN  TAB  500MG  10 S,باكت,CIPROFLOXACIN
سيفوتاكسيم فيال1جرام1-القاسمي,NULL,فيالة,NULL
سيفوتاكسيم فيال500مل1-القاسمي,NULL,فيالة,NULL
سيفوتاكيم 1 جرام القاسمي,,+,
سيفوتاكيم500 جرام القاسمي,,+,
فيتمين سي شراب _القاسم,,+,
فيتمين سي شراب-القاسم,,زجاجة,
اوميبرازول20ملج اقراص كبسول القاسمي,,باكت,
كلميسين 80ملج جنتاميسين فيال القاسمي,,فيالة,
اترازولون 0.25 ملجم اقراص -القاسمي,ATRAZOLON 0 .25  MG TABS  - ALGASMY,باكت,
كالفين 75ملجم امبول ديكلوفيناك  القاسمي,,باكت,
البنتول اقراص قرص واحد- رويال فارما,,باكت,
البنتول 20 مل شراب - القاسمي,,زجاجة,
ديكسو 8مجم  8مجم محلات القاسمي,,فيالة,
اترازولون .05ملجم اقراص -القاسمي,,باكت,
رويبار بلاص فوار(6ش*4قرص)القاسمي,,باكت,
ارتيم 80مجم(6امبولات)القاسمي,,باكت,
مايادريم كريم 25جرام-القاسمي,,كريم,
لصق عجل 5سم*3م ابيض زنك اكسيد عبوة 6باكت -القاسمي,,حبة,
كاميسين 500جرام فيال القاسمي,,فيالة,
اندسيف 1 جم (سيفتريكسون ) فيال القاسمي,,فيالة,
اومبرازول فور انجكشن 40 ملجرام القاسمي,OMEPRAZOLE FOR INJECTION 40 MG,فيالة,
كوسكوبين شراب 100مل - القاسمي,,زجاجة,
روبار بلص 4*6 اقراص فواره القاسمي,,باكت,
اتروبين 0.5%قطر 10مل-م-السعادة,,قطر,
ارثرومايسين مرهم المحضار,ARTHROMAYCINE ONTIMENT ALMHDHAR,مرهم,
اكسيولوكائن-المحضار,NULL,باكت,NULL
اليرجفتال قطر عين-م-المحضار,ALERGOFTAL  EY/DR    10ML,قطر,NAPHAZOLINE+…
اميوران 50مجم اقراص 4ش المحضار,IMURAN 50MG TAB,باكت,AZATHIOPRINE 50mg tab
انابرين 150ملجم اقراص30قرص-م-المحضار,ANAPRIN  TAB  150MG  30 S,باكت,ACETYLSALICYLIC ACID
انابرين 300ملجم اقراص 30قرص-م-المحضار,ANAPRIN  TAB  300MG  30 S,باكت,ACETYLSALICYLIC ACID
انجيسيد اقراص 100قرص-م-المحضار,ANGISED  TAB  0.50MG  100 S,باكت,GLYCERYL TRINITRATE
انفكتوفلام مرهم-م-المحضار,NULL,+,NULL
اتوسبورين 5ملي قطر اذن,OTOSPORIN   EAR/DROP,قطر,
اوفتالوماتريم قطر عين-م-المحضار,OFTALMOTRIM  EYDR    5ML,قطر,TRIMETHOPRIM+POLYMYXIN -B-SULPHATE
افتلار 5ملي قطر عين-م-المحضار,AFTLAR 5MLY DROPS  - EYE -  - M - ALMHDHAR,قطر,PRANOPROFEN
اوكوبراكس قطر عين-المجظار,AOKOBRAX DROPS  - EYE -  - ALMGDHAR,قطر,
بايوفريز جل,NULL,+,NULL
بايوفريز جل المحضار,BIOFREEZE GELL,جل,
بينتوستام فيال100مل-م-المحضار,NULL,فيالة,NULL
جنتاديكسا قطر المحضار,GENTADEXA    E/D,قطر,
